Id,Category
533,14
534,15
535,45
536,45
537,46
538,19
539,19
540,20
541,22
542,21
543,5
544,5
545,11
546,2
547,2
548,5
549,11
550,11
551,12
552,11
553,42
554,17
555,29
556,29
557,19
558,19
559,20
560,22
561,21
562,11
563,2
564,25
565,11
566,11
567,2
568,27
569,28
570,29
571,29
572,11
573,42
574,17
575,17
576,17
577,17
578,17
579,37
580,37
581,37
582,39
583,39
584,39
585,36
586,36
587,39
588,39
589,11
590,12
591,42
592,42
593,43
594,44
595,15
596,46
597,45
598,45
599,46
600,11
601,13
602,12
603,13
604,13
605,13
606,13
607,13
608,19
609,19
610,20
611,21
612,24
613,2
614,25
615,11
616,11
617,42
618,12
619,44
620,15
621,46
622,46
623,46
624,1
625,2
626,5
627,46
628,19
629,19
630,20
631,20
632,20
633,24
634,2
635,25
636,11
637,11
638,42
639,27
640,42
641,28
642,29
643,29
644,29
645,13
646,15
647,15
648,11
649,17
650,11
651,17
652,12
653,17
654,11
655,13
656,37
657,37
658,39
659,39
660,39
661,39
662,39
663,39
664,36
665,36
666,37
667,39
668,11
669,42
670,42
671,43
672,44
673,15
674,46
675,46
676,46
677,46
678,11
679,37
680,37
681,39
682,2
683,1
684,2
685,42
686,13
687,5
688,2
689,17
690,11
691,13
692,12
693,13
694,15
695,19
696,20
697,20
698,20
699,21
700,24
701,2
702,25
703,11
704,12
705,12
706,42
707,17
708,17
709,28
710,29
711,29
712,30
713,17
714,17
715,17
716,17
717,17
718,17
719,37
720,37
721,37
722,37
723,39
724,1
725,2
726,2
727,4
728,1
729,2
730,2
731,5
732,2
733,11
734,13
735,29
736,29
737,14
738,30
739,2
740,24
741,25
742,17
743,17
744,11
745,11
746,17
747,28
748,29
749,14
750,15
751,10
752,11
753,32
754,32
755,32
756,32
757,32
758,32
759,32
760,33
761,33
762,36
763,36
764,37
765,39
766,39
767,39
768,11
769,20
770,13
771,13
772,15
773,46
774,46
775,2
776,24
777,25
778,25
779,1
780,2
781,3
782,5
783,2
784,17
785,13
786,12
787,13
788,14
789,30
790,2
791,24
792,25
793,17
794,11
795,11
796,11
797,11
798,28
799,29
800,14
801,15
802,32
803,34
804,32
805,32
806,32
807,32
808,32
809,32
810,32
811,33
812,33
813,36
814,37
815,20
816,39
817,39
818,39
819,11
820,11
821,13
822,13
823,15
824,45
825,46
826,4
827,1
828,2
829,5
830,11
831,11
832,13
833,13
834,13
835,24
836,25
837,11
838,11
839,12
840,42
841,11
842,13
843,15
844,32
845,32
846,32
847,32
848,32
849,20
850,36
851,36
852,37
853,39
854,39
855,39
856,11
857,12
858,42
859,17
860,17
861,44
862,44
863,15
864,5
865,5
866,11
867,11
868,13
869,15
870,32
871,32
872,32
873,32
874,20
875,20
876,4
877,1
878,2
879,5
880,11
881,11
882,13
883,13
884,24
885,25
886,25
887,11
888,11
889,12
890,42
891,12
892,13
893,15
894,32
895,32
896,32
897,32
898,32
899,33
900,36
901,36
902,37
903,39
904,39
905,39
906,11
907,12
908,42
909,17
910,44
911,44
912,44
913,15
914,5
915,5
916,4
917,1
918,2
919,46
920,2
921,11
922,12
923,13
924,13
925,15
926,45
927,46
928,46
929,11
930,26
931,26
932,2
933,27
934,27
935,27
936,17
937,20
938,14
939,15
940,36
941,37
942,37
943,37
944,37
945,37
946,37
947,39
948,36
949,37
950,39
951,20
952,11
953,11
954,12
955,42
956,43
957,44
958,15
959,15
960,45
961,46
962,4
963,1
964,2
965,1
966,2
967,2
968,11
969,11
970,11
971,2
972,27
973,27
974,42
975,28
976,29
977,14
978,30
979,11
980,11
981,12
982,42
983,43
984,44
985,14
986,15
987,45
988,46
989,4
990,1
991,2
992,5
993,2
994,17
995,17
996,13
997,13
998,15
999,1
1000,2
1001,3
1002,11
1003,11
1004,11
1005,12
1006,42
1007,42
1008,42
1009,28
1010,29
1011,29
1012,29
1013,32
1014,32
1015,32
1016,32
1017,32
1018,32
1019,32
1020,33
1021,36
1022,37
1023,37
1024,39
1025,11
1026,11
1027,42
1028,42
1029,43
1030,44
1031,15
1032,15
1033,45
1034,46
1035,1
1036,2
1037,5
1038,2
1039,17
1040,13
1041,13
1042,15
1043,15
1044,19
1045,19
1046,20
1047,20
1048,21
1049,6
1050,24
1051,2
1052,25
1053,11
1054,26
1055,2
1056,27
1057,27
1058,27
1059,17
1060,17
1061,13
1062,15
1063,32
1064,32
1065,32
1066,32
1067,32
1068,32
1069,32
1070,32
1071,33
1072,36
1073,37
1074,39
1075,17
1076,17
1077,11
1078,12
1079,44
1080,15
1081,45
1082,46
1083,24
1084,2
1085,5
1086,2
1087,17
1088,13
1089,13
1090,15
1091,19
1092,19
1093,19
1094,20
1095,20
1096,21
1097,21
1098,24
1099,2
1100,25
1101,32
1102,34
1103,32
1104,32
1105,33
1106,32
1107,32
1108,32
1109,33
1110,36
1111,37
1112,39
1113,17
1114,17
1115,11
1116,12
1117,44
1118,44
1119,45
1120,46
1121,1
1122,2
1123,5
1124,2
1125,17
1126,13
1127,13
1128,15
1129,15
1130,15
1131,19
1132,19
1133,20
1134,21
1135,6
1136,24
1137,2
1138,25
1139,11
1140,26
1141,2
1142,27
1143,27
1144,27
1145,28
1146,17
1147,15
1148,15
1149,11
1150,11
1151,32
1152,32
1153,32
1154,32
1155,32
1156,32
1157,33
1158,36
1159,37
1160,39
1161,17
1162,17
1163,11
1164,12
1165,44
1166,15
1167,45
1168,2
1169,1
1170,2
1171,5
1172,2
1173,11
1174,11
1175,13
1176,13
1177,19
1178,19
1179,20
1180,20
1181,21
1182,2
1183,24
1184,25
1185,11
1186,26
1187,2
1188,27
1189,17
1190,17
1191,13
1192,13
1193,15
1194,32
1195,32
1196,33
1197,32
1198,33
1199,36
1200,37
1201,39
1202,17
1203,11
1204,44
1205,15
1206,15
1207,45
1208,46
1209,1
1210,2
1211,5
1212,2
1213,11
1214,13
1215,13
1216,15
1217,19
1218,20
1219,20
1220,20
1221,21
1222,2
1223,24
1224,25
1225,11
1226,26
1227,11
1228,27
1229,10
1230,28
1231,29
1232,29
1233,15
1234,34
1235,32
1236,33
1237,32
1238,33
1239,36
1240,37
1241,39
1242,10
1243,11
1244,44
1245,15
1246,15
1247,45
1248,46
1249,1
1250,2
1251,5
1252,2
1253,17
1254,17
1255,13
1256,15
1257,19
1258,19
1259,19
1260,20
1261,21
1262,6
1263,24
1264,2
1265,11
1266,26
1267,2
1268,27
1269,17
1270,28
1271,29
1272,29
1273,13
1274,36
1275,37
1276,39
1277,10
1278,11
1279,44
1280,15
1281,15
1282,5
1283,2
