Id,Category
533,14
534,15
535,45
536,45
537,46
538,22
539,19
540,20
541,22
542,21
543,46
544,45
545,24
546,2
547,25
548,5
549,11
550,11
551,17
552,11
553,13
554,13
555,13
556,13
557,22
558,19
559,20
560,22
561,21
562,24
563,2
564,25
565,11
566,11
567,27
568,27
569,28
570,29
571,29
572,32
573,32
574,32
575,32
576,32
577,32
578,32
579,32
580,32
581,32
582,32
583,33
584,35
585,36
586,39
587,39
588,39
589,11
590,11
591,42
592,43
593,43
594,44
595,15
596,46
597,45
598,5
599,46
600,11
601,13
602,12
603,13
604,13
605,13
606,15
607,22
608,22
609,19
610,20
611,21
612,24
613,2
614,25
615,11
616,11
617,42
618,12
619,44
620,15
621,46
622,45
623,45
624,1
625,2
626,45
627,46
628,22
629,22
630,19
631,20
632,21
633,24
634,2
635,25
636,11
637,11
638,42
639,27
640,27
641,28
642,29
643,29
644,29
645,29
646,30
647,14
648,32
649,32
650,33
651,32
652,32
653,32
654,32
655,32
656,32
657,32
658,33
659,32
660,32
661,32
662,33
663,36
664,36
665,36
666,37
667,39
668,11
669,11
670,42
671,43
672,44
673,15
674,46
675,45
676,32
677,36
678,32
679,37
680,37
681,39
682,5
683,1
684,2
685,5
686,5
687,2
688,2
689,10
690,11
691,13
692,13
693,13
694,13
695,19
696,19
697,20
698,22
699,21
700,24
701,2
702,25
703,11
704,26
705,42
706,27
707,27
708,27
709,27
710,29
711,29
712,29
713,32
714,32
715,32
716,32
717,32
718,32
719,32
720,32
721,32
722,32
723,33
724,6
725,45
726,2
727,4
728,1
729,2
730,2
731,5
732,2
733,11
734,13
735,29
736,29
737,14
738,30
739,2
740,24
741,25
742,10
743,11
744,11
745,11
746,32
747,32
748,29
749,14
750,30
751,14
752,34
753,32
754,32
755,32
756,32
757,32
758,32
759,32
760,32
761,32
762,32
763,18
764,37
765,39
766,39
767,39
768,11
769,32
770,13
771,13
772,15
773,5
774,5
775,2
776,24
777,25
778,25
779,1
780,2
781,2
782,5
783,2
784,34
785,32
786,32
787,32
788,14
789,15
790,2
791,24
792,25
793,32
794,32
795,32
796,32
797,32
798,27
799,29
800,14
801,30
802,34
803,34
804,32
805,32
806,32
807,32
808,32
809,32
810,32
811,33
812,33
813,36
814,37
815,37
816,39
817,39
818,39
819,11
820,11
821,32
822,44
823,15
824,45
825,46
826,4
827,1
828,2
829,5
830,11
831,11
832,13
833,30
834,24
835,24
836,25
837,11
838,11
839,11
840,42
841,12
842,13
843,15
844,34
845,34
846,32
847,32
848,32
849,33
850,14
851,36
852,37
853,38
854,39
855,40
856,11
857,12
858,42
859,43
860,44
861,44
862,44
863,15
864,5
865,5
866,11
867,14
868,13
869,30
870,34
871,34
872,32
873,32
874,32
875,33
876,4
877,1
878,2
879,5
880,11
881,13
882,13
883,29
884,24
885,24
886,25
887,11
888,11
889,42
890,42
891,13
892,13
893,15
894,32
895,32
896,32
897,32
898,32
899,33
900,36
901,36
902,37
903,37
904,37
905,39
906,11
907,42
908,42
909,17
910,29
911,14
912,29
913,15
914,5
915,5
916,4
917,1
918,2
919,5
920,2
921,11
922,11
923,13
924,14
925,15
926,45
927,2
928,25
929,11
930,11
931,27
932,2
933,27
934,27
935,27
936,28
937,29
938,14
939,15
940,34
941,32
942,32
943,32
944,32
945,32
946,32
947,33
948,36
949,37
950,38
951,39
952,11
953,11
954,42
955,42
956,42
957,44
958,44
959,15
960,45
961,46
962,4
963,1
964,2
965,1
966,2
967,2
968,26
969,11
970,27
971,27
972,27
973,27
974,27
975,28
976,29
977,14
978,30
979,11
980,11
981,12
982,42
983,43
984,44
985,14
986,15
987,45
988,46
989,4
990,1
991,2
992,5
993,2
994,11
995,11
996,13
997,13
998,15
999,24
1000,2
1001,25
1002,11
1003,11
1004,42
1005,42
1006,42
1007,42
1008,42
1009,28
1010,29
1011,14
1012,30
1013,32
1014,32
1015,32
1016,32
1017,32
1018,32
1019,32
1020,33
1021,36
1022,37
1023,37
1024,39
1025,11
1026,11
1027,42
1028,42
1029,43
1030,44
1031,15
1032,15
1033,45
1034,46
1035,1
1036,2
1037,5
1038,2
1039,11
1040,13
1041,13
1042,15
1043,22
1044,19
1045,19
1046,20
1047,20
1048,21
1049,6
1050,24
1051,2
1052,25
1053,11
1054,26
1055,27
1056,27
1057,27
1058,27
1059,28
1060,29
1061,29
1062,15
1063,34
1064,34
1065,32
1066,32
1067,32
1068,32
1069,32
1070,32
1071,33
1072,36
1073,37
1074,37
1075,10
1076,11
1077,11
1078,12
1079,44
1080,15
1081,45
1082,46
1083,24
1084,2
1085,5
1086,2
1087,17
1088,13
1089,13
1090,15
1091,19
1092,19
1093,19
1094,20
1095,20
1096,21
1097,6
1098,24
1099,2
1100,25
1101,32
1102,34
1103,34
1104,32
1105,33
1106,32
1107,32
1108,32
1109,33
1110,36
1111,37
1112,39
1113,10
1114,11
1115,11
1116,12
1117,44
1118,15
1119,45
1120,46
1121,1
1122,2
1123,5
1124,2
1125,11
1126,13
1127,13
1128,15
1129,22
1130,19
1131,19
1132,19
1133,20
1134,21
1135,24
1136,24
1137,2
1138,25
1139,11
1140,26
1141,26
1142,27
1143,27
1144,27
1145,28
1146,29
1147,14
1148,30
1149,11
1150,32
1151,32
1152,32
1153,32
1154,32
1155,32
1156,32
1157,33
1158,36
1159,37
1160,39
1161,10
1162,11
1163,11
1164,12
1165,44
1166,15
1167,1
1168,2
1169,1
1170,2
1171,5
1172,2
1173,11
1174,13
1175,13
1176,13
1177,19
1178,22
1179,19
1180,20
1181,21
1182,2
1183,24
1184,25
1185,11
1186,26
1187,2
1188,27
1189,10
1190,28
1191,29
1192,13
1193,15
1194,34
1195,32
1196,33
1197,34
1198,33
1199,36
1200,37
1201,39
1202,10
1203,11
1204,44
1205,14
1206,15
1207,45
1208,46
1209,1
1210,2
1211,5
1212,2
1213,11
1214,13
1215,13
1216,13
1217,19
1218,20
1219,20
1220,20
1221,21
1222,2
1223,24
1224,25
1225,11
1226,26
1227,26
1228,27
1229,10
1230,28
1231,29
1232,14
1233,15
1234,34
1235,32
1236,33
1237,32
1238,33
1239,36
1240,37
1241,39
1242,10
1243,11
1244,44
1245,14
1246,15
1247,45
1248,46
1249,1
1250,2
1251,5
1252,2
1253,11
1254,13
1255,13
1256,15
1257,19
1258,22
1259,22
1260,20
1261,21
1262,24
1263,24
1264,25
1265,11
1266,26
1267,2
1268,27
1269,10
1270,28
1271,29
1272,29
1273,29
1274,36
1275,37
1276,39
1277,10
1278,11
1279,44
1280,15
1281,15
1282,45
1283,46
